"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct","oty_month2_emplvl_chg","oty_month2_emplvl_pct","oty_month3_emplvl_chg","oty_month3_emplvl_pct","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct"
"01031","5","7224","76","0","2014","1","","Coffee County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,4,4,4,14396,14396,128,277,"",0.62,0.11,0.11,0.10,0.17,0.14,0.08,1.63,"",-1,-25.0,-2,-33.3,0,0.0,-1,-20.0,-4601,-24.2,-4601,-24.2,-152,-54.3,-15,-5.1
"01031","5","7224","76","0","2014","2","","Coffee County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,4,4,4,12289,11539,103,236,"",0.62,0.10,0.10,0.10,0.12,0.15,0.08,1.21,"",-1,-25.0,0,0.0,-1,-20.0,0,0.0,-4697,-27.7,-4157,-26.5,-100,-49.3,-66,-21.9
"01031","5","7224","76","0","2014","3","N","Coffee County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",0.83,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01031","5","7224","76","0","2014","4","N","Coffee County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",0.83,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01033","5","7224","76","0","2014","1","N","Colbert County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,0,"N",0.81,0,0,0,0,0,0,0,"N",1,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01033","5","7224","76","0","2014","2","N","Colbert County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,0,"N",0.81,0,0,0,0,0,0,0,"N",1,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01033","5","7224","76","0","2014","3","N","Colbert County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,0,"N",0.83,0,0,0,0,0,0,0,"N",1,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01033","5","7224","76","0","2014","4","N","Colbert County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,0,"N",0.83,0,0,0,0,0,0,0,"N",1,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01037","5","7224","76","0","2014","1","N","Coosa County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.78,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01037","5","7224","76","0","2014","2","N","Coosa County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.79,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01037","5","7224","76","0","2014","3","N","Coosa County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.81,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01037","5","7224","76","0","2014","4","N","Coosa County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.85,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01045","5","7224","76","0","2014","1","N","Dale County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",6,0,0,0,0,0,0,0,"N",1.46,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01045","5","7224","76","0","2014","2","N","Dale County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",6,0,0,0,0,0,0,0,"N",1.46,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01045","5","7224","76","0","2014","3","N","Dale County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",6,0,0,0,0,0,0,0,"N",1.49,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01045","5","7224","76","0","2014","4","N","Dale County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",6,0,0,0,0,0,0,0,"N",1.47,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01047","5","7224","76","0","2014","1","N","Dallas County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.49,0,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01047","5","7224","76","0","2014","2","N","Dallas County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.49,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01047","5","7224","76","0","2014","3","N","Dallas County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.50,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01047","5","7224","76","0","2014","4","N","Dallas County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.50,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01051","5","7224","76","0","2014","1","","Elmore County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,9,10,10,34876,34876,535,278,"",0.49,0.19,0.21,0.20,0.31,0.28,0.28,1.57,"",0,0.0,-1,-10.0,-9,-47.4,-7,-41.2,-428,-1.2,-428,-1.2,-90,-14.4,101,57.1
"01051","5","7224","76","0","2014","2","","Elmore County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,15,13,13,30498,23232,335,172,"",0.49,0.30,0.26,0.25,0.23,0.28,0.25,0.86,"",0,0.0,2,15.4,0,0.0,2,18.2,-4540,-13.0,-3721,-13.8,-231,-40.8,-47,-21.5
"01051","5","7224","76","0","2014","3","","Elmore County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,9,10,12,21122,17689,257,157,"",0.50,0.18,0.20,0.24,0.16,0.30,0.26,0.77,"",0,0.0,-1,-10.0,-2,-16.7,0,0.0,-21471,-50.4,-3143,-15.1,-136,-34.6,-132,-45.7
"01051","5","7224","76","0","2014","4","","Elmore County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,10,10,11,18889,17951,278,141,"",0.50,0.20,0.20,0.23,0.14,0.37,0.37,0.67,"",0,0.0,0,0.0,3,42.9,3,37.5,-12591,-40.0,3207,21.8,-33,-10.6,-150,-51.5
"01055","5","7224","76","0","2014","1","","Etowah County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",8,47,47,45,96785,89035,1385,161,"",0.81,0.52,0.52,0.49,0.45,0.35,0.33,0.87,"",0,0.0,-16,-25.4,-16,-25.4,-18,-28.6,-31162,-24.4,-32411,-26.7,-1111,-44.5,5,3.2
"01055","5","7224","76","0","2014","2","","Etowah County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",7,37,38,39,90265,80040,1256,183,"",0.71,0.40,0.40,0.41,0.35,0.47,0.40,0.87,"",-2,-22.2,-17,-31.5,-16,-29.6,-13,-25.0,-48635,-35.0,-37197,-31.7,-1243,-49.7,-17,-8.5
"01055","5","7224","76","0","2014","3","","Etowah County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",7,41,38,38,86244,54127,825,170,"",0.72,0.43,0.39,0.40,0.32,0.42,0.34,0.79,"",-2,-22.2,-6,-12.8,-6,-13.6,-6,-13.6,-35949,-29.4,-17133,-24.0,-722,-46.7,-39,-18.7
"01055","5","7224","76","0","2014","4","","Etowah County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",7,39,37,40,93774,41955,615,187,"",0.72,0.42,0.40,0.43,0.36,0.36,0.29,0.87,"",-1,-12.5,-4,-9.3,-6,-14.0,-3,-7.0,-8869,-8.6,-3956,-8.6,-357,-36.7,3,1.6
"01061","5","7224","76","0","2014","1","N","Geneva County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.44,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01061","5","7224","76","0","2014","2","N","Geneva County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.44,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01061","5","7224","76","0","2014","3","N","Geneva County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.44,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01061","5","7224","76","0","2014","4","N","Geneva County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.44,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01069","5","7224","76","0","2014","1","","Houston County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",9,47,50,49,161779,160575,5564,256,"",0.66,0.40,0.42,0.40,0.52,0.49,1.11,1.28,"",0,0.0,-17,-26.6,-13,-20.6,-13,-21.0,-37150,-18.7,-36026,-18.3,-1737,-23.8,13,5.3
"01069","5","7224","76","0","2014","2","N","Houston County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",10,0,0,0,0,0,0,0,"N",0.73,0,0,0,0,0,0,0,"N",1,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01069","5","7224","76","0","2014","3","","Houston County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",11,52,59,55,163971,64645,2083,228,"",0.82,0.42,0.47,0.44,0.43,0.43,0.75,0.96,"",-1,-8.3,-15,-22.4,-12,-16.9,-13,-19.1,-26849,-14.1,-18534,-22.3,-864,-29.3,14,6.5
"01069","5","7224","76","0","2014","4","N","Houston County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",12,0,0,0,0,0,0,0,"N",0.89,0,0,0,0,0,0,0,"N",1,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01073","5","7224","76","0","2014","1","","Jefferson County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",55,377,437,441,1813721,1546046,23616,334,"",0.66,0.43,0.50,0.49,0.55,0.58,0.56,1.17,"",3,5.8,0,0.0,56,14.7,67,17.9,201866,12.5,171239,12.5,-2076,-8.1,5,1.5
"01073","5","7224","76","0","2014","2","","Jefferson County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",54,431,426,427,1934739,938763,16231,348,"",0.65,0.48,0.47,0.47,0.54,0.74,0.71,1.15,"",3,5.9,64,17.4,59,16.1,58,15.7,350422,22.1,219958,30.6,2876,21.5,17,5.1
"01073","5","7224","76","0","2014","3","","Jefferson County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",57,444,453,459,2068641,699141,12390,352,"",0.69,0.48,0.49,0.50,0.55,0.70,0.67,1.12,"",6,11.8,63,16.5,62,15.9,81,21.4,442405,27.2,197036,39.2,3439,38.4,26,8.0
"01073","5","7224","76","0","2014","4","","Jefferson County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",56,466,468,458,2174361,571357,9817,360,"",0.67,0.52,0.52,0.52,0.59,0.63,0.60,1.13,"",3,5.7,105,29.1,86,22.5,87,23.5,403952,22.8,109140,23.6,513,5.5,-7,-1.9
"01077","5","7224","76","0","2014","1","N","Lauderdale County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.10,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01077","5","7224","76","0","2014","2","N","Lauderdale County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.11,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01077","5","7224","76","0","2014","3","N","Lauderdale County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.11,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01077","5","7224","76","0","2014","4","N","Lauderdale County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.10,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01081","5","7224","76","0","2014","1","","Lee County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",12,151,150,148,441322,374444,4075,227,"",0.91,1.11,1.10,1.06,1.29,1.22,0.83,1.19,"",0,0.0,14,10.2,17,12.8,17,13.0,13834,3.2,12161,3.4,-968,-19.2,-19,-7.7
"01081","5","7224","76","0","2014","2","","Lee County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",12,152,154,153,506568,317476,3226,255,"",0.90,1.08,1.08,1.06,1.28,1.39,0.83,1.20,"",0,0.0,14,10.1,13,9.2,3,2.0,14700,3.0,24782,8.5,-495,-13.3,-10,-3.8
"01081","5","7224","76","0","2014","3","","Lee County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",12,154,185,199,531735,241610,2338,228,"",0.90,1.06,1.26,1.36,1.29,1.31,0.75,1.05,"",1,9.1,12,8.5,33,21.7,35,21.3,61222,13.0,33267,16.0,-302,-11.4,-9,-3.8
"01081","5","7224","76","0","2014","4","","Lee County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",11,195,192,174,663149,269586,2754,273,"",0.82,1.34,1.33,1.22,1.60,1.58,1.00,1.23,"",0,0.0,31,18.9,30,18.5,21,13.7,71529,12.1,37568,16.2,-215,-7.2,-12,-4.2
"01087","5","7224","76","0","2014","1","N","Macon County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.89,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01087","5","7224","76","0","2014","2","N","Macon County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.89,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01087","5","7224","76","0","2014","3","N","Macon County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.89,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01087","5","7224","76","0","2014","4","N","Macon County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.90,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01089","5","7224","76","0","2014","1","","Madison County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",32,171,172,175,696005,610896,10068,310,"",0.76,0.36,0.37,0.37,0.38,0.45,0.41,1.03,"",-1,-3.0,-16,-8.6,-26,-13.1,-35,-16.7,19276,2.8,20710,3.5,-258,-2.5,48,18.3
"01089","5","7224","76","0","2014","2","","Madison County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",33,165,181,176,690766,408231,6466,305,"",0.78,0.34,0.37,0.36,0.32,0.66,0.55,0.89,"",1,3.1,-30,-15.4,-15,-7.7,-18,-9.3,-18063,-2.5,-21096,-4.9,-985,-13.2,25,8.9
"01089","5","7224","76","0","2014","3","","Madison County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",33,160,157,168,679205,252015,4100,323,"",0.78,0.32,0.32,0.34,0.31,0.49,0.41,0.95,"",1,3.1,-20,-11.1,-8,-4.8,-6,-3.4,-9397,-1.4,-13702,-5.2,-670,-14.0,17,5.6
"01089","5","7224","76","0","2014","4","","Madison County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",32,151,150,161,683259,194580,3322,341,"",0.75,0.31,0.31,0.33,0.32,0.42,0.37,0.99,"",0,0.0,-41,-21.4,-38,-20.2,-25,-13.4,-47395,-6.5,-40459,-17.2,-1305,-28.2,43,14.4
"01095","5","7224","76","0","2014","1","","Marshall County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",6,32,32,33,83635,82658,1192,199,"",0.63,0.37,0.37,0.38,0.41,0.33,0.28,1.09,"",0,0.0,-3,-8.6,-2,-5.9,-2,-5.7,6647,8.6,6379,8.4,-757,-38.8,28,16.4
"01095","5","7224","76","0","2014","2","","Marshall County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",6,35,33,34,107065,86529,1267,242,"",0.63,0.40,0.37,0.38,0.45,0.54,0.47,1.19,"",0,0.0,-5,-12.5,-10,-23.3,-9,-20.9,-6635,-5.8,-4416,-4.9,-1016,-44.5,34,16.3
"01095","5","7224","76","0","2014","3","","Marshall County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",6,41,39,40,107937,55304,815,208,"",0.64,0.45,0.43,0.44,0.44,0.52,0.46,1.00,"",0,0.0,5,13.9,2,5.4,2,5.3,557,0.5,-1889,-3.3,-591,-42.0,-15,-6.7
"01095","5","7224","76","0","2014","4","","Marshall County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",6,35,34,34,112880,43551,638,253,"",0.64,0.39,0.38,0.38,0.48,0.46,0.42,1.24,"",0,0.0,3,9.4,5,17.2,5,17.2,7854,7.5,7985,22.5,-234,-26.8,-16,-5.9
"01097","5","7224","76","0","2014","1","","Mobile County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",35,166,166,171,576242,539186,10529,264,"",0.78,0.39,0.39,0.39,0.44,0.43,0.46,1.13,"",5,16.7,14,9.2,14,9.2,14,8.9,101270,21.3,83467,18.3,1214,13.0,26,10.9
"01097","5","7224","76","0","2014","2","","Mobile County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",37,185,189,189,563963,367137,7629,231,"",0.82,0.42,0.42,0.42,0.37,0.53,0.52,0.87,"",4,12.1,23,14.2,21,12.5,16,9.2,-3447,-0.6,-21681,-5.6,146,2.0,-29,-11.2
"01097","5","7224","76","0","2014","3","","Mobile County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",33,159,152,148,552774,227963,4448,278,"",0.74,0.35,0.34,0.33,0.35,0.42,0.37,1.03,"",-2,-5.7,-20,-11.2,-23,-13.1,-32,-17.8,-20849,-3.6,-64064,-21.9,-1098,-19.8,30,12.1
