"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct","oty_month2_emplvl_chg","oty_month2_emplvl_pct","oty_month3_emplvl_chg","oty_month3_emplvl_pct","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct"
"01047","5","7224","76","0","2015","2","N","Dallas County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.52,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01047","5","7224","76","0","2015","3","N","Dallas County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.52,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01047","5","7224","76","0","2015","4","N","Dallas County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.52,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01051","5","7224","76","0","2015","1","N","Elmore County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",0.50,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01051","5","7224","76","0","2015","2","N","Elmore County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",0.50,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01051","5","7224","76","0","2015","3","N","Elmore County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",0.51,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01051","5","7224","76","0","2015","4","N","Elmore County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",0.50,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01055","5","7224","76","0","2015","1","","Etowah County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",6,24,22,22,53243,52243,907,181,"",0.64,0.26,0.24,0.24,0.23,0.19,0.23,0.94,"",-2,-25.0,-23,-48.9,-25,-53.2,-23,-51.1,-43542,-45.0,-36792,-41.3,-478,-34.5,20,12.4
"01055","5","7224","76","0","2015","2","N","Etowah County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",6,0,0,0,0,0,0,0,"N",0.64,0,0,0,0,0,0,0,"N",-1,-14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01055","5","7224","76","0","2015","3","","Etowah County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",6,16,16,15,47509,25303,425,233,"",0.64,0.17,0.17,0.16,0.17,0.18,0.18,1.04,"",-1,-14.3,-25,-61.0,-22,-57.9,-23,-60.5,-38735,-44.9,-28824,-53.3,-400,-48.5,63,37.1
"01055","5","7224","76","0","2015","4","N","Etowah County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",7,0,0,0,0,0,0,0,"N",0.75,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01061","5","7224","76","0","2015","1","N","Geneva County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.45,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01061","5","7224","76","0","2015","2","N","Geneva County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.45,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01061","5","7224","76","0","2015","3","N","Geneva County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.45,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01061","5","7224","76","0","2015","4","N","Geneva County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.45,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01069","5","7224","76","0","2015","1","","Houston County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",11,54,55,53,163037,153729,2914,232,"",0.84,0.45,0.45,0.43,0.47,0.45,0.59,1.06,"",2,22.2,7,14.9,5,10.0,4,8.2,1258,0.8,-6846,-4.3,-2650,-47.6,-24,-9.4
"01069","5","7224","76","0","2015","2","","Houston County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",11,56,60,65,188218,132616,2498,240,"",0.84,0.45,0.48,0.51,0.48,0.62,0.71,1.00,"N",1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01069","5","7224","76","0","2015","3","","Houston County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",12,56,73,79,189714,116144,2262,210,"",0.92,0.44,0.58,0.63,0.47,0.77,0.94,0.85,"",1,9.1,4,7.7,14,23.7,24,43.6,25743,15.7,51499,79.7,179,8.6,-18,-7.9
"01069","5","7224","76","0","2015","4","","Houston County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",11,70,71,71,189488,82041,1683,206,"",0.83,0.57,0.57,0.58,0.46,0.60,0.79,0.80,"N",-1,-8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01073","5","7224","76","0","2015","1","","Jefferson County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",52,489,492,495,2120903,1793731,27150,332,"",0.64,0.56,0.56,0.56,0.59,0.65,0.70,1.06,"",-3,-5.5,112,29.7,55,12.6,54,12.2,307182,16.9,247685,16.0,3534,15.0,-2,-0.6
"01073","5","7224","76","0","2015","2","","Jefferson County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",55,468,474,460,2176549,953271,14462,358,"",0.68,0.52,0.52,0.50,0.59,0.74,0.69,1.15,"",1,1.9,37,8.6,48,11.3,33,7.7,241810,12.5,14508,1.5,-1769,-10.9,10,2.9
"01073","5","7224","76","0","2015","3","","Jefferson County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",54,434,441,436,2124915,645813,9782,374,"",0.67,0.47,0.48,0.48,0.55,0.63,0.57,1.17,"",-3,-5.3,-10,-2.3,-12,-2.6,-23,-5.0,56274,2.7,-53328,-7.6,-2608,-21.0,22,6.2
"01073","5","7224","76","0","2015","4","","Jefferson County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",56,415,397,390,2146990,466599,6530,412,"",0.69,0.46,0.44,0.43,0.56,0.50,0.42,1.25,"",0,0.0,-51,-10.9,-71,-15.2,-68,-14.8,-27371,-1.3,-104758,-18.3,-3287,-33.5,52,14.4
"01077","5","7224","76","0","2015","1","N","Lauderdale County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.11,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01077","5","7224","76","0","2015","2","N","Lauderdale County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.22,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01077","5","7224","76","0","2015","3","N","Lauderdale County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.22,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01077","5","7224","76","0","2015","4","N","Lauderdale County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.21,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01081","5","7224","76","0","2015","1","","Lee County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",11,169,174,173,510872,444534,4141,228,"",0.83,1.20,1.22,1.19,1.36,1.34,0.84,1.13,"",-1,-8.3,18,11.9,24,16.0,25,16.9,69550,15.8,70090,18.7,66,1.6,1,0.4
"01081","5","7224","76","0","2015","2","","Lee County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",11,186,192,174,586165,352247,3301,245,"",0.82,1.27,1.30,1.18,1.40,1.51,0.90,1.12,"",-1,-8.3,34,22.4,38,24.7,21,13.7,79597,15.7,34771,11.0,75,2.3,-10,-3.9
"01081","5","7224","76","0","2015","3","","Lee County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",10,166,187,199,531666,210630,1876,222,"",0.75,1.12,1.26,1.34,1.22,1.14,0.64,0.98,"",-2,-16.7,12,7.8,2,1.1,0,0.0,-69,0.0,-30980,-12.8,-462,-19.8,-6,-2.6
"01081","5","7224","76","0","2015","4","","Lee County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",11,210,204,190,736827,253206,2255,282,"",0.81,1.42,1.38,1.29,1.62,1.38,0.80,1.19,"",0,0.0,15,7.7,12,6.2,16,9.2,73678,11.1,-16380,-6.1,-499,-18.1,9,3.3
"01087","5","7224","76","0","2015","1","N","Macon County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.93,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01087","5","7224","76","0","2015","2","N","Macon County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.92,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01087","5","7224","76","0","2015","3","N","Macon County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.94,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01087","5","7224","76","0","2015","4","N","Macon County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.93,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01089","5","7224","76","0","2015","1","","Madison County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",34,161,158,164,610703,551977,8410,292,"",0.82,0.34,0.33,0.34,0.31,0.39,0.36,0.94,"",2,6.2,-10,-5.8,-14,-8.1,-11,-6.3,-85302,-12.3,-58919,-9.6,-1658,-16.5,-18,-5.8
"01089","5","7224","76","0","2015","2","","Madison County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",34,168,170,177,678056,392370,6941,304,"",0.82,0.34,0.34,0.35,0.30,0.58,0.58,0.88,"",1,3.0,3,1.8,-11,-6.1,1,0.6,-12710,-1.8,-15861,-3.9,475,7.3,-1,-0.3
"01089","5","7224","76","0","2015","3","","Madison County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",34,181,177,169,707973,284843,5565,310,"",0.82,0.36,0.35,0.33,0.31,0.53,0.58,0.88,"",1,3.0,21,13.1,20,12.7,1,0.6,28768,4.2,32828,13.0,1465,35.7,-13,-4.0
"01089","5","7224","76","0","2015","4","","Madison County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",35,172,165,160,704382,212095,4032,327,"",0.83,0.34,0.33,0.32,0.30,0.40,0.42,0.91,"",3,9.4,21,13.9,15,10.0,-1,-0.6,21123,3.1,17515,9.0,710,21.4,-14,-4.1
"01095","5","7224","76","0","2015","1","","Marshall County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,40,43,43,95815,93450,864,175,"",0.43,0.46,0.48,0.48,0.44,0.36,0.22,0.94,"",-2,-33.3,8,25.0,11,34.4,10,30.3,12180,14.6,10792,13.1,-328,-27.5,-24,-12.1
"01095","5","7224","76","0","2015","2","","Marshall County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,34,36,37,121900,77571,724,263,"",0.43,0.37,0.38,0.39,0.49,0.44,0.25,1.29,"",-2,-33.3,-1,-2.9,3,9.1,3,8.8,14835,13.9,-8958,-10.4,-543,-42.9,21,8.7
"01095","5","7224","76","0","2015","3","","Marshall County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,54,55,53,121822,74644,708,174,"",0.44,0.57,0.58,0.56,0.46,0.63,0.37,0.82,"",-2,-33.3,13,31.7,16,41.0,13,32.5,13885,12.9,19340,35.0,-107,-13.1,-34,-16.3
"01095","5","7224","76","0","2015","4","","Marshall County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,34,33,38,118961,61936,604,261,"",0.54,0.36,0.35,0.41,0.45,0.60,0.37,1.20,"",-1,-16.7,-1,-2.9,-1,-2.9,4,11.8,6081,5.4,18385,42.2,-34,-5.3,8,3.2
"01097","5","7224","76","0","2015","1","","Mobile County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",32,147,149,146,542527,484396,8002,283,"",0.73,0.34,0.34,0.33,0.39,0.37,0.36,1.15,"",-3,-8.6,-19,-11.4,-17,-10.2,-25,-14.6,-33715,-5.9,-54790,-10.2,-2527,-24.0,19,7.2
"01097","5","7224","76","0","2015","2","","Mobile County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",33,141,140,137,510350,287602,4466,282,"",0.75,0.32,0.31,0.30,0.32,0.41,0.33,1.04,"",-4,-10.8,-44,-23.8,-49,-25.9,-52,-27.5,-53613,-9.5,-79535,-21.7,-3163,-41.5,51,22.1
"01097","5","7224","76","0","2015","3","","Mobile County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",33,113,113,132,452445,156789,2787,292,"",0.75,0.25,0.25,0.29,0.28,0.29,0.26,1.05,"",0,0.0,-46,-28.9,-39,-25.7,-16,-10.8,-100329,-18.2,-71174,-31.2,-1661,-37.3,14,5.0
"01097","5","7224","76","0","2015","4","","Mobile County, Alabama","Private","Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",34,126,140,143,488556,145519,2930,276,"",0.76,0.28,0.31,0.32,0.28,0.29,0.29,0.94,"",2,6.2,-13,-9.4,4,2.9,12,9.2,-16844,-3.3,3211,2.3,-116,-3.8,-11,-3.8
