"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"01003","5","7224","76","0","2023","3","","Baldwin County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",31,238,239,232,1648508,364297,3277,537,"",1.03,1.01,1.03,1.02,1.55,0.98,1.22,1.52,"",1,3.3,20,9.2,17,7.7,6,2.7,79281,5.1,-19156,-5.0,-1773,-35.1,-7,-1.3
"01003","5","7224","76","0","2023","4","","Baldwin County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",32,223,219,225,1604238,221543,2276,555,"",1.05,0.99,0.98,1.02,1.58,0.74,0.98,1.59,"",3,10.3,-6,-2.6,8,3.8,9,4.2,100636,6.7,-95386,-30.1,-2584,-53.2,26,4.9
"01015","5","7224","76","0","2023","1","N","Calhoun County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.20,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01015","5","7224","76","0","2023","2","N","Calhoun County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.20,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01015","5","7224","76","0","2023","3","N","Calhoun County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.20,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01015","5","7224","76","0","2023","4","N","Calhoun County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.20,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01021","5","7224","76","0","2023","1","N","Chilton County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.31,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01021","5","7224","76","0","2023","2","N","Chilton County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.30,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01021","5","7224","76","0","2023","3","N","Chilton County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.30,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01021","5","7224","76","0","2023","4","N","Chilton County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.30,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01031","5","7224","76","0","2023","1","N","Coffee County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,0,"N",1.07,0,0,0,0,0,0,0,"N",-1,-16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01031","5","7224","76","0","2023","2","N","Coffee County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,0,"N",1.05,0,0,0,0,0,0,0,"N",-1,-16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01031","5","7224","76","0","2023","3","N","Coffee County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,0,"N",1.03,0,0,0,0,0,0,0,"N",-1,-16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01031","5","7224","76","0","2023","4","N","Coffee County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,0,"N",1.02,0,0,0,0,0,0,0,"N",-1,-16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01033","5","7224","76","0","2023","1","N","Colbert County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",0.73,0,0,0,0,0,0,0,"N",1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01033","5","7224","76","0","2023","2","N","Colbert County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",0.72,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01033","5","7224","76","0","2023","3","N","Colbert County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",0.54,0,0,0,0,0,0,0,"N",-1,-25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01033","5","7224","76","0","2023","4","","Colbert County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,18,18,17,82007,25751,51,357,"",0.54,0.27,0.28,0.27,0.24,0.32,0.07,0.87,"",-1,-25.0,-6,-25.0,-5,-21.7,-5,-22.7,5711,7.5,-10356,-28.7,-202,-79.8,102,40.0
"01039","5","7224","76","0","2023","1","N","Covington County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.52,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01039","5","7224","76","0","2023","2","N","Covington County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.51,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01039","5","7224","76","0","2023","3","N","Covington County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.51,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01039","5","7224","76","0","2023","4","N","Covington County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.50,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01045","5","7224","76","0","2023","1","N","Dale County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",1.03,0,0,0,0,0,0,0,"N",1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01045","5","7224","76","0","2023","2","N","Dale County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",1.02,0,0,0,0,0,0,0,"N",1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01045","5","7224","76","0","2023","3","N","Dale County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",0.75,0,0,0,0,0,0,0,"N",-1,-25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01045","5","7224","76","0","2023","4","N","Dale County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",0.74,0,0,0,0,0,0,0,"N",-1,-25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01049","5","7224","76","0","2023","1","-","DeKalb County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01049","5","7224","76","0","2023","2","-","DeKalb County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01049","5","7224","76","0","2023","3","-","DeKalb County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01049","5","7224","76","0","2023","4","N","DeKalb County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.19,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01051","5","7224","76","0","2023","1","N","Elmore County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.33,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01051","5","7224","76","0","2023","2","N","Elmore County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.32,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01051","5","7224","76","0","2023","3","N","Elmore County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.33,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01051","5","7224","76","0","2023","4","N","Elmore County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.32,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01053","5","7224","76","0","2023","1","N","Escambia County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.30,0,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01053","5","7224","76","0","2023","2","N","Escambia County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.30,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01053","5","7224","76","0","2023","3","N","Escambia County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.60,0,0,0,0,0,0,0,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01053","5","7224","76","0","2023","4","N","Escambia County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",1.19,0,0,0,0,0,0,0,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01055","5","7224","76","0","2023","1","","Etowah County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,44,45,43,185143,174006,586,324,"",0.59,0.52,0.52,0.49,0.57,0.51,0.31,1.13,"",-1,-16.7,2,4.8,4,9.8,-2,-4.4,33942,22.4,27205,18.5,-1395,-70.4,51,18.7
"01055","5","7224","76","0","2023","2","","Etowah County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,41,40,41,191044,99232,446,361,"",0.58,0.46,0.45,0.46,0.52,0.63,0.43,1.13,"",-1,-16.7,-6,-12.8,-7,-14.9,-4,-8.9,7689,4.2,-20116,-16.9,-1245,-73.6,57,18.8
"01055","5","7224","76","0","2023","3","","Etowah County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,40,42,41,183326,58766,288,344,"",0.58,0.44,0.47,0.46,0.49,0.44,0.32,1.08,"",-1,-16.7,-5,-11.1,0,0.0,-1,-2.4,-9154,-4.8,-14340,-19.6,-521,-64.4,0,0.0
"01055","5","7224","76","0","2023","4","","Etowah County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,42,41,41,182431,46282,212,340,"",0.58,0.47,0.46,0.47,0.49,0.37,0.25,1.06,"",0,0.0,2,5.0,-3,-6.8,-5,-10.9,-12719,-6.5,-5209,-10.1,-399,-65.3,-6,-1.7
"01059","5","7224","76","0","2023","1","N","Franklin County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.42,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01059","5","7224","76","0","2023","2","N","Franklin County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.41,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01059","5","7224","76","0","2023","3","N","Franklin County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.41,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01059","5","7224","76","0","2023","4","N","Franklin County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.41,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01069","5","7224","76","0","2023","1","","Houston County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",12,84,80,86,383197,344107,2346,354,"",0.96,0.64,0.60,0.64,0.66,0.65,0.90,1.06,"",-2,-14.3,-3,-3.4,-5,-5.9,-2,-2.3,27877,7.8,18359,5.6,-884,-27.4,39,12.4
"01069","5","7224","76","0","2023","2","","Houston County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",11,80,79,82,353071,178071,1395,338,"",0.85,0.58,0.57,0.59,0.54,0.79,0.96,0.93,"",0,0.0,0,0.0,-2,-2.5,0,0.0,-27817,-7.3,2768,1.6,-326,-18.9,-24,-6.6
"01069","5","7224","76","0","2023","3","","Houston County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",11,81,82,82,337939,105311,785,318,"",0.84,0.58,0.58,0.59,0.52,0.55,0.58,0.89,"",0,0.0,-1,-1.2,8,10.8,4,5.1,-6631,-1.9,-1526,-1.4,-362,-31.6,-22,-6.5
"01069","5","7224","76","0","2023","4","","Houston County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",11,71,79,68,309502,76124,718,328,"",0.84,0.51,0.57,0.50,0.45,0.42,0.55,0.86,"",-1,-8.3,-11,-13.4,2,2.6,-8,-10.5,-18549,-5.7,-28077,-26.9,-342,-32.3,6,1.9
"01071","5","7224","76","0","2023","1","N","Jackson County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.24,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01071","5","7224","76","0","2023","2","N","Jackson County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.23,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01071","5","7224","76","0","2023","3","N","Jackson County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.24,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01071","5","7224","76","0","2023","4","N","Jackson County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.24,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01073","5","7224","76","0","2023","1","","Jefferson County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",69,499,499,498,4105864,2801698,24455,633,"",0.87,0.53,0.52,0.51,0.70,0.70,1.14,1.35,"",8,13.1,14,2.9,12,2.5,13,2.7,705435,20.7,289255,11.5,-3936,-13.9,94,17.4
"01073","5","7224","76","0","2023","2","","Jefferson County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",71,525,559,549,4373334,1212502,12360,618,"",0.88,0.54,0.57,0.55,0.71,0.85,1.17,1.29,"",9,14.5,24,4.8,72,14.8,47,9.4,753798,20.8,204939,20.3,905,7.9,57,10.2
"01073","5","7224","76","0","2023","3","","Jefferson County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",73,568,562,567,4482643,930895,8968,610,"",0.90,0.56,0.56,0.57,0.72,0.73,0.96,1.28,"",6,9.0,53,10.3,60,12.0,61,12.1,556366,14.2,161121,20.9,-781,-8.0,15,2.5
"01073","5","7224","76","0","2023","4","","Jefferson County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",78,579,603,590,4543569,738909,9937,592,"",0.96,0.58,0.61,0.60,0.72,0.63,1.12,1.21,"",9,13.0,73,14.4,90,17.5,62,11.7,356240,8.5,-59328,-7.4,-3445,-25.7,-33,-5.3
"01077","5","7224","76","0","2023","1","","Lauderdale County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,34,33,33,148781,136082,691,343,"",0.46,0.43,0.41,0.40,0.48,0.45,0.38,1.16,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01077","5","7224","76","0","2023","2","","Lauderdale County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,28,27,26,149306,55626,317,425,"",0.45,0.34,0.32,0.31,0.44,0.40,0.31,1.36,"N",1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01077","5","7224","76","0","2023","3","","Lauderdale County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,32,30,31,134689,45705,161,334,"",0.45,0.38,0.36,0.37,0.38,0.38,0.18,1.03,"",1,33.3,8,33.3,4,15.4,5,19.2,10892,8.8,5401,13.4,-276,-63.2,-42,-11.2
"01077","5","7224","76","0","2023","4","","Lauderdale County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,31,30,31,139731,41397,93,350,"",0.44,0.37,0.36,0.37,0.41,0.40,0.12,1.11,"",1,33.3,4,14.8,3,11.1,4,14.8,4947,3.7,15292,58.6,-141,-60.3,-34,-8.9
"01081","5","7224","76","0","2023","1","","Lee County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",16,266,270,315,1257813,1056890,5960,341,"",1.08,1.60,1.57,1.82,1.74,1.85,1.78,1.04,"",2,14.3,47,21.5,44,19.5,82,35.2,203452,19.3,191523,22.1,-1177,-16.5,-18,-5.0
"01081","5","7224","76","0","2023","2","","Lee County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",18,314,333,270,1318527,576495,4897,332,"",1.19,1.79,1.90,1.52,1.59,1.93,1.83,0.92,"",3,20.0,76,31.9,82,32.7,48,21.6,197712,17.6,131101,29.4,784,19.1,-32,-8.8
